City,Latitude,Longitude,Season,Hour,Month,Year,Station ID,PM2.5 (µg/m³),Severity,Threshold
Guangzhou,41.92523714008631,107.45838286290548,Summer,19,6,2020,61,185.1827650004861,severe,150.0
Guangzhou,44.01095124377683,123.20336189722138,Winter,21,8,2016,48,188.81107962255106,severe,150.0
Beijing,43.804585047506485,112.44318761419395,Summer,12,2,2023,31,215.39744061941525,severe,150.0
Beijing,42.878428516907746,102.385132557029,Autumn,13,7,2020,29,169.96730020211658,severe,150.0
Chengdu,24.313284277630974,102.54151671505404,Spring,3,9,2024,21,160.9277251447962,severe,150.0
Shenzhen,33.886995630773626,109.08430111304605,Autumn,1,7,2022,23,235.96612159746434,severe,150.0
Chengdu,47.33165987591242,113.29871532326209,Summer,12,12,2018,55,210.72715027725675,severe,150.0
Shenzhen,38.38900974561459,102.91897735814001,Spring,22,8,2020,85,248.42108222192812,severe,150.0
Shanghai,45.728346687977506,129.3440468510965,Spring,3,12,2015,13,235.68589194125303,severe,150.0
Beijing,31.814187725300904,111.0686520126606,Spring,23,10,2024,99,168.24400536446075,severe,150.0
Beijing,48.407130660972676,129.36137876043813,Spring,20,5,2021,20,158.77871313771465,severe,150.0
Shanghai,45.7779539357312,128.26527214649138,Summer,0,7,2023,58,238.15921696655033,severe,150.0
Guangzhou,48.2062946816819,113.6067267289952,Winter,10,7,2015,33,213.44358592722728,severe,150.0
Beijing,21.026964694783814,93.78058318899508,Winter,13,4,2019,70,161.02438025722122,severe,150.0
Shenzhen,26.216475232784525,92.63292300717605,Summer,22,11,2017,10,163.81891464292488,severe,150.0
Shanghai,40.13644155633004,112.01521396998885,Autumn,5,10,2022,77,176.486373865433,severe,150.0
Chengdu,39.83859110657259,98.76804338702333,Spring,12,3,2016,62,169.4277780768919,severe,150.0
Shanghai,20.042570826921807,111.70308174448533,Autumn,6,3,2016,85,228.95322632657783,severe,150.0
Shanghai,34.36399165078142,121.45883243785396,Winter,11,5,2024,9,218.78048042068747,severe,150.0
Beijing,47.67044682507449,118.46770045772735,Spring,16,12,2023,72,222.27776822536197,severe,150.0
Chengdu,36.704121844947565,98.79814188924588,Spring,2,5,2017,98,219.92013369141023,severe,150.0
Shenzhen,23.84589503223929,123.28630346955723,Autumn,13,9,2021,81,245.51760861094075,severe,150.0
Chengdu,47.83476781357669,129.67685691843832,Spring,13,11,2019,98,207.41609746209372,severe,150.0
Shanghai,30.578613756294466,105.78589230117674,Winter,3,8,2020,46,220.13719124234515,severe,150.0
Beijing,40.374956070223995,106.61892256024521,Autumn,2,6,2020,94,158.71947900090362,severe,150.0
Shanghai,49.08286632716187,110.56685788478171,Summer,2,6,2017,49,180.3766165098595,severe,150.0
Chengdu,25.748157422450547,91.84422391703892,Spring,14,1,2017,35,240.88329458559264,severe,150.0
Chengdu,31.731732757986094,120.50620787431475,Winter,22,6,2020,72,227.68941978176176,severe,150.0
Guangzhou,24.94275720839491,119.70902448030526,Autumn,1,10,2021,77,172.35377623937632,severe,150.0
Guangzhou,44.121179734874644,111.4638076803336,Summer,5,9,2016,16,159.7313338195796,severe,150.0
Shanghai,41.85234087968224,93.93594195902347,Summer,14,8,2023,68,243.28460758717955,severe,150.0
Shanghai,48.352152485614404,105.24419803337052,Autumn,22,5,2018,26,215.7660783276625,severe,150.0
Chengdu,41.99797612059022,125.90576200893858,Autumn,23,10,2019,18,183.82093742723885,severe,150.0
Shanghai,32.70288492823622,112.7940725994612,Summer,22,9,2017,56,184.64963953755733,severe,150.0
Shanghai,44.45222143002587,121.53438754060892,Winter,16,12,2023,73,206.83259998172048,severe,150.0
Beijing,29.718918048364536,114.3981648291633,Winter,5,4,2016,22,174.7844041095248,severe,150.0
Shenzhen,33.294627509032985,106.81331402964129,Autumn,7,6,2018,96,183.85413290420985,severe,150.0
Chengdu,29.02949794016177,106.29644206882703,Summer,22,1,2021,74,213.85816737691937,severe,150.0
Shanghai,28.10453561026913,119.8321810150886,Winter,13,4,2022,9,200.4774849522915,severe,150.0
Shenzhen,39.67733774947339,108.80495505574751,Spring,6,5,2017,51,188.92755094463368,severe,150.0
Guangzhou,42.36054939147615,117.88962319407138,Autumn,15,1,2016,24,203.4181306960746,severe,150.0
Guangzhou,29.896326462089498,119.85146673511316,Spring,23,4,2023,12,185.2264744153322,severe,150.0
Beijing,22.036208812687224,119.71317634359862,Spring,9,6,2024,92,185.1932037809475,severe,150.0
Guangzhou,46.342019486708224,114.62928309087808,Summer,15,7,2021,30,199.68694709209782,severe,150.0
Shanghai,43.69242531327974,110.70862196131131,Autumn,3,4,2024,58,181.37118891641012,severe,150.0
Chengdu,32.135392984356116,109.739033152611,Spring,4,2,2022,44,171.97709357671758,severe,150.0
Shenzhen,26.476942185675107,124.04403361426327,Autumn,21,7,2018,18,242.14137820187358,severe,150.0
Guangzhou,49.506303820944794,128.70408810165534,Summer,2,8,2016,64,150.1972997068616,severe,150.0
Shanghai,30.60521916748762,127.1037088614376,Autumn,23,1,2023,29,246.2205338149504,severe,150.0
Shenzhen,36.50755114671688,98.71924755806592,Spring,11,1,2021,70,209.86205434960502,severe,150.0
Shanghai,43.65262417092349,124.16392897792547,Summer,19,5,2018,54,188.37297970963965,severe,150.0
Chengdu,41.2565096312912,122.4493544532342,Autumn,16,9,2019,82,238.36344402775944,severe,150.0
Shanghai,28.17646537598889,108.3298102301909,Spring,7,4,2016,56,205.21479425432676,severe,150.0
Chengdu,37.66934099539485,123.6502655559014,Autumn,10,2,2024,72,223.7900721174366,severe,150.0
Beijing,49.752637091935384,113.08618371266941,Winter,9,5,2015,46,248.59588944061028,severe,150.0
Shenzhen,29.978690697900976,93.92418833101938,Winter,1,11,2019,80,151.60994444691676,severe,150.0
Guangzhou,25.629955287658426,128.79429265585975,Winter,11,7,2021,25,203.87072755769745,severe,150.0
Shanghai,29.01592955918887,104.09372276988535,Autumn,11,8,2023,2,208.14259307410921,severe,150.0
Guangzhou,31.04062660674716,117.98751257589662,Winter,11,10,2015,94,224.27291533711352,severe,150.0
Shenzhen,22.994827908035763,115.2980541636771,Autumn,0,2,2019,82,242.78236316040486,severe,150.0
Guangzhou,29.671076281537246,129.2746111630778,Summer,16,3,2018,31,233.72475156579515,severe,150.0
Shanghai,49.258310558390264,112.10703514654094,Autumn,13,8,2017,27,207.59195761978975,severe,150.0
Guangzhou,40.39884868131086,128.23346799213994,Winter,1,9,2020,94,231.2674178017421,severe,150.0
Shanghai,33.18681737615378,100.67945984663518,Autumn,20,3,2017,1,208.15685727513804,severe,150.0
Guangzhou,22.029003861775564,99.22026753255803,Winter,8,12,2022,84,178.3149550918204,severe,150.0
Chengdu,26.664744698250097,124.16266451570499,Winter,11,6,2021,37,172.64280532639904,severe,150.0
Shanghai,24.613649964324445,120.21373913965286,Summer,14,4,2023,8,198.7485709126216,severe,150.0
Chengdu,35.52666837951106,92.30722787847519,Summer,14,12,2021,45,209.72365712330068,severe,150.0
Beijing,40.17605010638946,116.29842993128463,Winter,0,12,2020,83,238.5567362431463,severe,150.0
Chengdu,26.903574069501918,125.1846277090292,Spring,19,11,2018,27,222.63767970141032,severe,150.0
Shenzhen,23.58077162921913,126.69661902532374,Autumn,7,2,2020,67,170.3896588806917,severe,150.0
Guangzhou,37.971027071025034,122.49617863826367,Autumn,9,4,2017,81,181.21638161120782,severe,150.0
Shenzhen,32.91160194721337,98.92409198723668,Winter,1,7,2023,28,181.30392550009168,severe,150.0
Chengdu,44.44285345697337,93.45539961853233,Spring,0,3,2019,45,192.4131155961046,severe,150.0
Shanghai,34.62430248853933,121.06525087009281,Spring,3,4,2019,2,201.14157162249907,severe,150.0
Shanghai,43.6009608513338,122.7276662219582,Winter,21,6,2021,94,196.2520242120249,severe,150.0
Guangzhou,29.65210806562773,102.81359992922737,Spring,1,9,2020,55,194.59662086465545,severe,150.0
Chengdu,28.089872648168317,101.92967167677003,Winter,12,2,2016,52,160.14980231156193,severe,150.0
Guangzhou,38.29455681614273,127.88475596335289,Summer,0,8,2022,69,209.44241236289733,severe,150.0
Shanghai,29.245952423340956,92.71154607630874,Autumn,5,5,2018,81,177.46963289596462,severe,150.0
Guangzhou,21.75849143518958,91.34121897399413,Spring,23,3,2016,44,187.01134464303763,severe,150.0
Chengdu,26.091164355436494,95.2888741831094,Winter,4,12,2024,96,184.8775683431706,severe,150.0
Shenzhen,43.83909733595821,99.27745630675042,Winter,1,8,2020,63,240.56146684054892,severe,150.0
Shenzhen,39.73672493404731,93.21851428157674,Spring,3,10,2022,91,219.5158037833153,severe,150.0
Chengdu,23.16550453812817,126.84288123388316,Spring,13,11,2019,54,243.50418953090266,severe,150.0
Guangzhou,21.94056395720811,121.95959272048623,Spring,4,6,2024,40,211.4153968666426,severe,150.0
Shanghai,48.06655533742253,108.45361077964178,Winter,0,3,2022,78,198.02628571636228,severe,150.0
Shenzhen,24.548930953286067,107.70169364828394,Winter,6,10,2017,7,234.74525051788427,severe,150.0
Chengdu,38.98529124827954,99.5593381525432,Autumn,4,5,2015,93,227.46633458682666,severe,150.0
Shanghai,48.26844162569917,126.97996551609269,Summer,12,8,2022,14,159.5823053591488,severe,150.0
Chengdu,27.349089551067713,118.88504661972229,Summer,6,7,2019,87,231.398963349137,severe,150.0
Chengdu,23.238439173229736,128.4941010512998,Summer,18,3,2015,24,177.34847223576207,severe,150.0
Shenzhen,25.41710845446685,105.01695202087491,Spring,14,3,2016,96,172.77536129464784,severe,150.0
Shanghai,33.87012960003435,103.05215821029324,Spring,1,7,2024,64,193.58357608625383,severe,150.0
Chengdu,25.718874510290306,102.69283281633703,Summer,1,12,2016,79,217.28076703713313,severe,150.0
Shanghai,20.415673965750834,94.85063883485296,Autumn,16,10,2018,91,194.66746705912342,severe,150.0
Guangzhou,47.73274572283502,92.06162702942056,Spring,13,7,2015,98,244.57383499958644,severe,150.0
Guangzhou,30.72767151221597,106.2014896094405,Spring,4,3,2017,82,171.71502852772198,severe,150.0
Beijing,37.24255144547324,111.60643047795133,Spring,12,7,2015,91,246.29601293021562,severe,150.0
Shenzhen,35.54002163351763,112.61305501345248,Autumn,10,1,2015,47,173.2475463746733,severe,150.0
Shanghai,42.03570217052114,104.76054067236034,Autumn,5,5,2017,60,151.03654007027464,severe,150.0
Shanghai,37.45608498633439,122.64714706984411,Summer,2,10,2019,8,214.27999435618872,severe,150.0
Beijing,30.72046533782417,100.3533781590722,Winter,5,7,2020,66,217.60813395404935,severe,150.0
Shanghai,33.5100488080407,107.27139431963478,Autumn,21,4,2022,98,150.32246688294097,severe,150.0
Beijing,28.585267627619416,106.19669784825275,Summer,23,3,2016,88,239.13815354567527,severe,150.0
Guangzhou,31.840085131482788,91.17111319256543,Spring,6,11,2021,4,180.85686481951873,severe,150.0
Shenzhen,25.61513081243388,125.44092090202929,Autumn,22,6,2024,73,152.65379772341234,severe,150.0
Shenzhen,41.203518288873724,96.02272652702773,Winter,1,7,2019,27,172.61063605853764,severe,150.0
Chengdu,34.61975925736831,101.88900146660802,Autumn,19,8,2018,6,186.3808335822161,severe,150.0
Beijing,22.13764471671791,110.96257769346732,Summer,4,10,2018,41,197.51405017852713,severe,150.0
Beijing,35.79403923710026,115.34561033357664,Autumn,12,3,2023,33,205.70553682831422,severe,150.0
Guangzhou,41.55007318295328,129.36749166435823,Autumn,14,11,2015,51,220.92691019453508,severe,150.0
Shenzhen,41.01464144782549,109.00462954571728,Summer,15,9,2024,24,210.9140828039221,severe,150.0
Shanghai,28.156709696422563,95.7334711594542,Autumn,16,5,2023,15,215.1901254710003,severe,150.0
Beijing,39.64265429765584,114.26868988083825,Spring,19,11,2020,44,161.95114671135823,severe,150.0
Shanghai,20.05657672855885,127.48145687076607,Summer,6,2,2024,34,208.48217726997635,severe,150.0
Chengdu,36.58384552304196,99.03475436457822,Summer,8,1,2018,39,154.45530574643254,severe,150.0
Beijing,32.79280237419253,129.26242365422456,Autumn,10,7,2015,2,236.91343189013958,severe,150.0
Guangzhou,24.71868915130139,126.08315675155923,Autumn,4,5,2020,1,237.1246628423044,severe,150.0
Beijing,32.3381963812468,98.41661082911148,Winter,11,3,2020,9,226.51415226302237,severe,150.0
Beijing,20.28199655489182,90.03825183556175,Winter,3,10,2016,75,239.05128780991367,severe,150.0
Beijing,36.39188359496724,108.6598064607538,Winter,14,3,2019,39,188.05478467760344,severe,150.0
Chengdu,47.84709844581751,117.01224011631074,Winter,23,11,2019,3,219.51427359499445,severe,150.0
Chengdu,48.39679290110941,127.55635246896554,Winter,15,3,2018,61,180.1604212195025,severe,150.0
Chengdu,49.19885740186609,123.8933472623891,Autumn,11,10,2022,78,211.09172999193498,severe,150.0
Guangzhou,24.531149246161796,111.05310817728088,Autumn,6,10,2015,4,184.8006306410083,severe,150.0
Beijing,27.267314880129618,97.86747078911762,Summer,3,5,2020,83,185.7213486219045,severe,150.0
Shenzhen,21.154104721316507,117.85765167957027,Summer,7,7,2020,88,209.0616994145543,severe,150.0
Chengdu,33.33625269139327,102.01544382418507,Spring,0,8,2022,9,161.82542876676297,severe,150.0
Chengdu,39.11867442274162,114.43392722206642,Summer,19,8,2024,24,220.1880227086292,severe,150.0
Guangzhou,23.822712266698986,97.53790486612716,Spring,21,1,2017,4,186.2252608128516,severe,150.0
Beijing,39.87179261474706,109.86062198252631,Autumn,21,12,2023,6,223.82836019032626,severe,150.0
Guangzhou,22.252342358021213,125.1142276580819,Winter,21,11,2023,31,152.32733740518378,severe,150.0
Beijing,49.04993568319066,105.65564205759728,Spring,0,7,2021,32,154.48073772315811,severe,150.0
Shenzhen,37.24402106763999,127.88490732980188,Spring,22,11,2018,48,170.6767276771304,severe,150.0
Chengdu,37.781040140904835,113.58789546230852,Winter,5,9,2017,28,217.16612917186427,severe,150.0
Chengdu,22.05962911262477,108.12201940085961,Autumn,2,7,2017,38,183.52448385416068,severe,150.0
Guangzhou,46.2174806843742,114.76335375792736,Summer,8,1,2024,22,163.26759804172357,severe,150.0
Beijing,22.627178099703734,102.3661525714438,Winter,17,11,2018,26,216.98169979349672,severe,150.0
Beijing,21.19858175655447,117.13585272476313,Spring,15,3,2017,82,242.15931513588671,severe,150.0
Shanghai,34.53586932410113,129.1147149279146,Autumn,4,1,2017,1,192.85019155838268,severe,150.0
Shanghai,48.36563375664406,127.01752014638348,Spring,6,5,2020,46,212.14166785063054,severe,150.0
Beijing,47.35010633373993,128.6777925860706,Spring,11,2,2022,45,206.00309799748212,severe,150.0
Beijing,39.04662065050703,113.56058246088027,Spring,22,7,2017,53,214.2230027206331,severe,150.0
Shenzhen,29.196993895983297,129.30982750467857,Autumn,19,10,2016,19,249.6967880207789,severe,150.0
Beijing,47.111707010618865,114.7351118074421,Summer,1,2,2019,26,171.52933677773603,severe,150.0
Chengdu,44.64683262891222,103.90921102491048,Spring,21,1,2017,51,211.42727817078983,severe,150.0
Guangzhou,25.02746769428694,104.20533850527464,Winter,21,7,2020,79,232.55243701516628,severe,150.0
Shenzhen,38.72663934602694,125.64026038899972,Winter,4,2,2015,85,211.4922858238522,severe,150.0
Guangzhou,47.663369809371325,93.77549544320254,Spring,6,12,2021,23,237.3725998578811,severe,150.0
Chengdu,40.45589438011267,96.00626092407336,Spring,3,11,2023,75,180.9800525787283,severe,150.0
Chengdu,28.897318449190497,107.77132685251262,Spring,0,8,2018,12,229.10411864046426,severe,150.0
Guangzhou,25.73225646858106,129.8529178175409,Summer,1,2,2017,4,165.82943475996345,severe,150.0
Chengdu,29.91381994930523,106.21000550690596,Spring,5,10,2017,37,157.9707194439596,severe,150.0
Shanghai,47.90827532513203,126.40322531057615,Spring,16,3,2022,75,247.15882443780507,severe,150.0
Chengdu,49.97979210299788,121.27771992413892,Spring,16,3,2017,59,187.28855647309186,severe,150.0
Chengdu,27.756742335592552,90.92812273462981,Spring,13,6,2016,68,161.77606286427653,severe,150.0
Beijing,25.615244116001005,95.15731794683781,Spring,5,2,2021,18,189.26542994075035,severe,150.0
Chengdu,31.12027071118519,106.89013404941264,Summer,19,3,2019,96,162.58668038814304,severe,150.0
Chengdu,37.561710926350315,107.77082371300597,Autumn,23,3,2022,49,162.12986740279138,severe,150.0
Shenzhen,44.36876489093057,104.65159193926313,Summer,19,3,2017,25,197.95568855156162,severe,150.0
Shanghai,47.75775521032169,90.94315572913838,Autumn,10,9,2022,17,249.76143068588257,severe,150.0
Guangzhou,31.648101324450895,107.33522882572564,Winter,10,5,2022,47,189.4847820674407,severe,150.0
Shenzhen,47.29282083808513,109.51491558972478,Winter,13,7,2021,49,207.39550917977508,severe,150.0
Beijing,42.18448995590043,93.06042133214642,Spring,9,7,2018,38,163.35147439932086,severe,150.0
Shanghai,25.231114024009607,111.39639853059604,Summer,3,6,2015,64,238.77340535832482,severe,150.0
Chengdu,24.19395397506262,107.59825842677094,Spring,15,5,2016,1,175.6883817235717,severe,150.0
Chengdu,36.44195995020182,127.42477053626851,Autumn,20,4,2022,25,171.7689121924749,severe,150.0
Beijing,40.50734108025198,90.1757306219414,Spring,17,3,2021,18,212.2268276102088,severe,150.0
Beijing,40.63848681545096,110.20967644131589,Winter,10,11,2015,96,185.78940024685033,severe,150.0
Chengdu,45.28607652171563,120.92484841975703,Autumn,21,6,2021,7,161.27646889884213,severe,150.0
Guangzhou,40.45084366165582,122.5887285623115,Winter,16,8,2018,78,181.95874817070526,severe,150.0
Beijing,27.96617066045251,97.30885213475518,Spring,6,5,2023,87,158.09105762436303,severe,150.0
Guangzhou,29.32558130287019,121.68318576928013,Winter,22,5,2018,27,177.01632257365142,severe,150.0
Guangzhou,37.18892044352277,95.77294721414364,Winter,9,3,2015,13,179.43310186094828,severe,150.0
Guangzhou,20.574746867960275,102.92024491451902,Winter,17,6,2022,35,151.42921863530938,severe,150.0
Chengdu,47.76666832234528,114.7422880544616,Spring,16,11,2022,18,196.25006676819453,severe,150.0
Beijing,20.364835926477898,99.58292484281812,Spring,0,5,2020,76,247.26806559546333,severe,150.0
Chengdu,45.037472665572054,91.83888078697849,Summer,20,10,2022,67,166.61875197448248,severe,150.0
Guangzhou,32.34194816607598,109.97841863809577,Summer,19,4,2020,44,179.5837053599967,severe,150.0
Beijing,46.774998932023905,118.80820919860648,Autumn,0,3,2022,69,192.0199359353642,severe,150.0
Shenzhen,27.34894198784494,103.0669871674547,Winter,13,12,2015,41,222.43856290597114,severe,150.0
Shanghai,35.239342574912214,119.18260686065892,Winter,10,6,2016,31,153.0036261996292,severe,150.0
Beijing,38.565255179839795,105.40142952377032,Summer,5,2,2021,83,228.76452701126152,severe,150.0
Shanghai,40.60192750508128,117.25227258647665,Winter,13,3,2017,88,225.21234436046063,severe,150.0
Chengdu,24.863192120101587,115.43295949127975,Summer,16,12,2024,51,191.72012142159213,severe,150.0
Shenzhen,32.41514375698368,129.5293998051883,Winter,15,2,2022,12,239.43842620386332,severe,150.0
Chengdu,36.55202722262314,112.34547683594785,Spring,9,7,2020,70,248.69378788648729,severe,150.0
Shanghai,46.11195374980276,104.5705630813743,Spring,7,2,2018,33,209.12351787022723,severe,150.0
Chengdu,39.17576854142482,129.9736045634187,Autumn,13,5,2018,29,170.98668578824885,severe,150.0
Beijing,28.7501630463206,109.76589291125714,Summer,0,4,2020,6,185.60968327885627,severe,150.0
Beijing,21.236384132900675,124.68164693097458,Winter,3,3,2022,56,215.2902421057657,severe,150.0
Shanghai,23.823068096140652,118.69445547440444,Autumn,6,1,2024,77,241.1302327559372,severe,150.0
Shenzhen,36.389339875190615,126.5048678516595,Autumn,22,12,2024,49,229.07745400822313,severe,150.0
Chengdu,46.27447800589982,108.31318178647587,Winter,10,4,2021,8,189.5667701099635,severe,150.0
Chengdu,34.09259361996817,126.23704120808678,Autumn,8,2,2018,4,207.31612900740203,severe,150.0
Shanghai,44.6565516459262,106.65601030362683,Autumn,15,12,2015,18,191.80331865015023,severe,150.0
Chengdu,31.6331551717739,119.26665342128354,Winter,9,2,2018,55,248.29149475491144,severe,150.0
Shenzhen,47.040534354373506,94.60762713335717,Autumn,20,5,2015,93,245.69466681735528,severe,150.0
Beijing,30.889309737350708,112.10033612623538,Spring,11,11,2017,62,208.69913534882338,severe,150.0
Shenzhen,42.384494061485626,93.52105331105977,Spring,1,10,2015,57,226.91885500073397,severe,150.0
Shenzhen,27.968997971075645,102.2572566098112,Winter,6,11,2016,15,175.97599226056286,severe,150.0
Shenzhen,33.79796877348911,104.36699443107058,Summer,1,8,2017,77,189.84888993805598,severe,150.0
Beijing,48.22377581206865,120.21319019738559,Winter,6,3,2018,75,181.73805717356115,severe,150.0
Beijing,39.92135353111202,125.84106632206331,Winter,6,7,2019,31,157.7684753875794,severe,150.0
Shenzhen,25.093015555973793,122.91024913929499,Summer,12,6,2017,21,191.66530142451117,severe,150.0
Beijing,44.68913544854257,114.89851572550566,Summer,13,3,2019,95,188.9504652271897,severe,150.0
Guangzhou,23.58372286278293,104.23803488297776,Autumn,5,9,2019,59,190.25440469057529,severe,150.0
Guangzhou,26.299015235455833,110.6272364640433,Winter,2,4,2017,7,198.43265618818174,severe,150.0
Beijing,42.97710429875708,120.05043829132472,Summer,10,3,2016,4,237.60375871408002,severe,150.0
Guangzhou,49.71793325172189,127.11474976478729,Autumn,10,11,2022,84,208.62898971921007,severe,150.0
Chengdu,39.36246725574128,104.76091630152473,Spring,20,9,2023,37,217.87837113278053,severe,150.0
Guangzhou,32.9121592669262,124.30529590475075,Summer,13,11,2016,55,234.03238799582167,severe,150.0
Chengdu,44.3732275637111,122.92912129709443,Spring,21,6,2024,64,175.56807718323145,severe,150.0
Guangzhou,42.094905077799865,121.02165843029097,Spring,22,1,2020,45,197.76789163377805,severe,150.0
Shenzhen,25.856552329292043,100.32275688856068,Winter,19,1,2023,22,249.25017352107878,severe,150.0
Shanghai,47.338869244060106,104.369638036441,Winter,13,9,2021,69,216.7431411310805,severe,150.0
Chengdu,37.940441384318106,127.49293318868871,Summer,22,3,2020,22,180.97239992174906,severe,150.0
Beijing,21.512593036219663,103.87511423187851,Winter,12,11,2020,47,163.05819200068333,severe,150.0
Shanghai,45.96208264616918,114.28906081170446,Summer,1,7,2023,67,229.18837390090772,severe,150.0
Shenzhen,33.631876486659785,107.7293336323216,Autumn,19,11,2017,70,209.46669018675323,severe,150.0
Beijing,20.131428368350704,111.93017448202248,Winter,3,10,2017,3,222.02226407119616,severe,150.0
Beijing,42.32444797926246,100.88989286242294,Autumn,12,2,2023,19,205.26950493257922,severe,150.0
Shenzhen,42.27835055873031,100.06684862551734,Winter,14,12,2016,15,163.11240835659538,severe,150.0
Guangzhou,42.65664985374701,106.84458291966746,Autumn,20,6,2022,99,203.00701125957755,severe,150.0
Shenzhen,32.11439992361845,96.24118919536069,Spring,20,5,2017,5,191.1267065932843,severe,150.0
Chengdu,48.45846140873718,110.58887606316486,Winter,5,8,2015,4,239.72150036180682,severe,150.0
Chengdu,27.47951114127977,105.83691145042623,Spring,22,1,2023,95,173.99563034896929,severe,150.0
Shenzhen,35.86121184492414,124.79828641049238,Spring,9,2,2015,5,163.87957762478223,severe,150.0
Shanghai,31.379302042588527,118.66774210053958,Summer,0,8,2023,99,169.09886057838077,severe,150.0
Chengdu,48.58830268613876,107.87050065452276,Spring,11,9,2018,43,170.30826849359784,severe,150.0
Shanghai,44.3921951602811,103.47021967042616,Winter,15,7,2024,7,214.88061931953118,severe,150.0
Chengdu,32.15554704022874,124.4483821592645,Autumn,5,2,2017,34,227.30745277421067,severe,150.0
Guangzhou,40.13254803083393,101.7703256943293,Spring,17,1,2016,80,184.18377351432954,severe,150.0
Shanghai,39.3793776394788,95.77793919640277,Summer,15,7,2018,83,222.4437609659262,severe,150.0
Guangzhou,37.11586765874376,98.85944931396646,Spring,1,11,2021,15,157.3896667346891,severe,150.0
Chengdu,32.64554382749757,90.85229613226133,Spring,21,6,2018,72,180.92718134992532,severe,150.0
Shenzhen,41.732327094298185,96.05727510880637,Spring,0,1,2017,30,238.45073463137436,severe,150.0
Shanghai,49.6312236495923,93.11996927395724,Winter,23,4,2024,73,159.6260827268128,severe,150.0
Shenzhen,46.918212035578236,120.03703030749706,Autumn,13,6,2015,57,199.31940506542784,severe,150.0
Shenzhen,20.21173565475039,101.61937676230332,Spring,8,4,2017,87,228.89802028958866,severe,150.0
Guangzhou,46.92938209062396,115.24095452420192,Winter,3,6,2016,4,153.04730873809115,severe,150.0
Beijing,26.260850965942897,91.5313557597317,Summer,18,11,2021,92,170.97379688230762,severe,150.0
Shanghai,25.02269175018209,104.90010981704877,Autumn,9,6,2015,57,163.24458250159643,severe,150.0
Shanghai,21.566973207463356,129.54909739344987,Summer,4,7,2022,70,154.601042814315,severe,150.0
Chengdu,37.591663419712674,126.8094244760007,Winter,18,1,2024,22,190.78559576360556,severe,150.0
Chengdu,34.83340495873471,104.06934390159014,Spring,8,8,2019,42,165.15985302358592,severe,150.0
Chengdu,33.4777580515899,128.5658371072207,Summer,0,7,2022,87,188.26205455246094,severe,150.0
Shenzhen,21.42334915188298,124.12542393016751,Spring,1,11,2021,95,213.6170033267136,severe,150.0
Shanghai,20.62475544676325,114.95660136452098,Summer,21,5,2017,47,169.3124462236463,severe,150.0
Shenzhen,41.814134368049324,91.87596023724619,Spring,4,4,2022,33,222.61793070728814,severe,150.0
Chengdu,39.87391224570334,106.14509117807033,Spring,19,6,2019,2,249.8238275845876,severe,150.0
Shanghai,48.85389743125246,109.39429365834619,Autumn,15,1,2019,6,209.62535863924478,severe,150.0
Beijing,24.586569674633047,109.63570946865786,Winter,12,6,2019,24,199.74467667036205,severe,150.0
Shenzhen,27.621519675449218,113.05435560809153,Spring,0,1,2023,6,157.29317592531538,severe,150.0
Shanghai,33.155233063105996,99.43804425858643,Spring,21,12,2023,57,187.6498765980476,severe,150.0
Shenzhen,35.521099747129796,100.48605050774987,Summer,3,7,2019,2,152.83135650745928,severe,150.0
Chengdu,20.739381532367975,104.97699550513408,Summer,23,4,2023,63,202.10876332598602,severe,150.0
Shanghai,29.74258771852225,98.66447785888587,Spring,14,5,2023,23,163.454470150947,severe,150.0
Chengdu,41.05020051228648,127.96539759305682,Spring,19,9,2016,7,244.7456206860514,severe,150.0
Shanghai,49.47604351094221,120.44649753848006,Autumn,11,3,2019,51,178.3766842684708,severe,150.0
Guangzhou,25.398490397260822,98.76992934896961,Winter,3,4,2024,22,232.33997377454628,severe,150.0
Guangzhou,40.60351433684114,103.19987272118917,Summer,7,4,2016,50,169.96850996468308,severe,150.0
Chengdu,45.654088096542935,98.2903069035668,Summer,5,7,2021,63,226.78720153894488,severe,150.0
Guangzhou,27.458729653891993,116.11274990073049,Spring,23,4,2024,30,157.94083749338466,severe,150.0
Shenzhen,24.71266262944026,129.12502739672217,Spring,12,6,2023,61,238.8850218334392,severe,150.0
Beijing,30.9017872780109,99.95740837706279,Summer,17,5,2024,62,201.31598077323585,severe,150.0
Chengdu,24.359734114024157,98.51905338957775,Spring,10,5,2022,23,171.6671462345573,severe,150.0
Shanghai,31.540868008319705,101.02537188708423,Summer,7,1,2016,59,236.1172269442858,severe,150.0
Chengdu,23.12345039160375,110.68580073863205,Winter,12,12,2020,87,236.08183109421714,severe,150.0
Guangzhou,36.05272406918614,127.97095487831977,Spring,13,6,2016,84,246.66948204136693,severe,150.0
Shanghai,22.430857891641473,107.30132573091629,Summer,5,11,2022,1,170.6195571890854,severe,150.0
Shanghai,24.81540498665666,104.88954062811979,Winter,12,1,2020,72,175.12162330426557,severe,150.0
Shanghai,34.247850293029074,118.10932835031248,Autumn,4,4,2021,77,206.81380735498414,severe,150.0
Beijing,46.864501631312926,115.96073713189602,Spring,13,12,2015,42,214.10303307407105,severe,150.0
Chengdu,29.46752499777606,103.00148861537886,Spring,19,4,2021,61,234.24347280173833,severe,150.0
